-61.995871,-11.928726,0
-63.035352,-9.907895,756
-61.44328,-11.435862,1144
-60.530088,-13.118763,1442
-60.816432,-12.963911,1739
-61.017428,-11.532693,2000
-65.330111,-10.789318,2285
-61.947968,-10.875369,2576
-62.004244,-9.429567,2887
-62.313196,-11.72508,3190
-62.255839,-10.720754,3511
-61.188708,-11.669073,3792
-63.907772,-8.764224,4115
-61.910816,-11.167868,4425
-61.7946,-11.724166,4730
-61.83866,-11.904979,5013
-60.144404,-12.733117,5288
-62.719755,-11.695669,5618
-65.327308,-10.408638,5911
-62.285227,-11.34667,6234
-61.851444,-12.127677,6539
-63.319366,-9.714685,6838
-63.833528,-10.185187,7126
-62.900744,-10.342552,7386
-63.627748,-10.487812,7685
-63.702384,-8.781303,7976
-61.957108,-11.421139,8267
-60.902392,-12.549641,8554
-62.73486,-10.612019,8833
-61.508544,-11.168971,9132
-62.670124,-11.029364,9439
-63.290521,-10.246216,9739
-61.59528,-12.119894,10024
-61.317088,-11.82562,10294
-63.568506,-12.052376,10593
-63.037232,-11.695273,10866
-62.255828,-10.932946,11139
-62.348724,-10.247125,11449
-62.129272,-10.397325,11734
-66.897716,-9.826193,12057
-67.955584,-9.81566,12329
-67.686562,-10.566417,12636
-72.63928,-7.655435,12916
-72.800279,-8.939356,13235
-67.137688,-10.281026,13547
-72.75432,-8.263604,13865
-67.824903,-9.945763,14174
-67.826592,-9.971989,14484
-67.73674,-10.150071,14833
-61.658,-3.746392,15138
-59.896466,-7.194475,15433
-70.197256,-4.370913,15697
-62.931576,-.983724,16001
-57.068384,-2.799225,16296
-70.023176,-4.391063,16568
-57.587826,-2.97445,16882
-66.909104,-4.881972,17201
-62.066304,-3.830893,17476
-69.865352,-6.667792,17772
-70.028704,-7.438262,18075
-66.094752,-2.523781,18396
-63.033271,-7.512093,18732
-58.433708,-3.141513,19040
-58.029752,-2.741172,19342
-66.072336,-3.484745,19640
-60.622103,-3.299971,19970
-60.024584,-3.128953,20291
-61.29,-5.804993,20671
-57.716444,-3.388571,20961
-56.734096,-2.630979,21281
-57.873544,-2.559508,21592
-57.754291,-2.529724,21918
-61.493445,2.943041,22232
-60.742015,2.742015,22532
-59.833016,3.359118,22887
-59.69512,.896465,23206
-60.617924,.258178,23540
-59.91156,.949995,23853
-60.144868,1.084835,24149
-60.181973,4.602825,24422
-48.887824,-1.725221,24710
-48.393716,-4.953708,25007
-48.19894,-1.954193,25307
-50.386576,-.155221,25588
-50.479516,-6.790925,25872
-54.738829,-1.946587,26165
-52.210418,-3.204432,26489
-48.374727,-1.36427,26798
-51.200712,-3.470216,27109
-46.635864,-1.020194,27384
-47.568136,-2.149337,27709
-55.32042,-3.608783,28001
-55.32042,-3.608783,28321
-49.66988,-2.790577,28622
-50.3963,-7.348181,28933
-48.75708,-1.56783,29198
-48.505827,-1.457658,29513
-54.937868,-2.636453,29829
-48.243704,-1.362391,30105
-48.605132,-5.042783,30428
